,Unnamed: 0,transcripts,confidence,location_extraction
584,584,5445 conquered by for 4-5 carrgrove Crossroads Village Parkway Surgery,0.789837121963501,"Carrgrove Court , Crossroads Road , Village Lane , Parkway Drive"
585,585,Trail be and fichtner,0.6312508583068848,Trail Court
586,586, big reports to drop point 10 in the morning,0.7152787446975708,Morning Lane
587,587,contact Benton was there at big five,0.7384567856788635,Benton Avenue
589,589,prevention first place is perfect all of our families our pleasure everything,0.7737703323364258,"Our Way , Our Way"
591,591,Oroville fire engine one I think,0.6864689588546753,Oroville Avenue
592,592,five working on a 2050,0.6649542450904846,A Street
595,595,everyone with you Medics medical for a fall at Oakmont retirement homes two eight zero one glass of rose,0.8214434385299683,"A Street , Rose Lane"
596,596,coyote is what I said,0.7167424559593201,Coyote Way
597,597,Betty 17,0.5701498985290527,Betty Lane
598,598,Travis,0.5978471636772156,Travis Road
599,599,fir,0.6952324509620667,Fir Street
600,600,Paddy 143 I'm with 35 Sheridan at Palmetto if I'm closer,0.8341588973999023,"Sheridan Avenue , Palmetto Avenue"
601,601,take a pre seven all unit certain,0.5768187642097473,A Street
603,603,Graham,0.4130435287952423,Graham Road
607,607,purple versus their original building on the property we're testing the contact your data conversion,0.7297474145889282,Data Way
609,609,Trevor thank you,0.5871086716651917,Trevor Road
610,610,12 of 2008 on a 94 Volkswagen four-door with a release of liability,0.842599630355835,"A Street , A Street , Liability Lane"
611,611,Cardiology 185 E 7th,0.7840389013290405,"E Street , E 7th Street"
612,612,Trevor,0.6105645298957825,Trevor Road
613,613,Mary Esther came to Denver,0.7663341164588928,"Mary Lane , Denver Lane"
614,614,Retreat Centre trailer park number of points,0.7636657357215881,"Retreat Road , Park Way"
615,615,seven with a vet's code Force,0.738806426525116,A Street
616,616,Cleveland Temple,0.5754193663597107,"Cleveland Avenue , Temple Circle"
617,617,on our 32 there I was a subject that 21 was out with that differ,0.7512272000312805,"Our Way , A Street"
619,619,Fortune,0.38460731506347656,Fortune Way
621,621,Pratt,0.40538144111633295,Pratt Avenue
622,622,Silva,0.6275069713592529,Silva Lane
623,623,Jacob i-153,0.7048470377922058,Jacob Street
624,624,51 alpha bravo,0.8438389301300049,Bravo Way
625,625,Merry Christmas,0.482047826051712,Merry Way
626,626,summer camp,0.5588500499725342,Summer Lane
627,627,Oroville the rain turning down I'll be out with,0.7303952574729919,Oroville Avenue
628,628,Stanford have new stuff,0.7565527558326721,Stanford Avenue
631,631,power p is walking on a trail near the 1500 Block of vallombrosa,0.8146447539329529,"A Street , Trail Court , Block Road , Vallombrosa Way"
632,632,Trevor,0.7000956535339355,Trevor Road
633,633,this point quite clever they're only asking for one off to do a standby for right now,0.8772779703140259,A Street
634,634,Oregon City for Sonic,0.6368780136108398,"Oregon Street , Oregon City Trail"
635,635,treasure a central feature of decreased cardiac staff,0.7444189786911011,"A Street , Central Street , Staff Drive"
636,636,Fogg campfire to transient Camp their Cooperative put the fire out there going to move along the later time and you too,0.8457817435264587,Fogg Avenue
637,637,Carlos 2183 have Arby's address,0.8109144568443298,Carlos Place
638,638,Holly so was available,0.7410790324211121,Holly Lane
639,639,Angela has an idea with me back at station,0.7946582436561584,Angela Court
641,641,11th surface,0.5193817615509033,11th Street
642,642,Cory,0.3672492206096649,Cory Road
644,644,okay perfect if you have a specialist,0.7442715167999268,A Street
645,645,shock one illegal burn Pine Street and humble Avenue going to be,0.797573447227478,"Shock Way , Pine Circle , Pine Street , Humble Avenue , Humble Avenue"
646,646,business on the side of the road between the two groupings of pass on the West Coast,0.7151852250099182,"Business Lane , West Drive"
647,647,Harvest Festival 42 of area,0.7018668055534363,Harvest Lane
648,648, it turned it would it would want to go out with drug counselor who is also on a dirt bike,0.8472533822059631,"Go Street , A Street"
650,650,s a fuzzy dog unknown,0.7934647202491759,A Street
652,652,Jan 6 months early,0.6507022380828857,Jan Court
653,653,Joy,0.4975218772888184,Joy Lane
654,654,Placer her tank was on Exchange Partners Ever Wanted 53,0.7563950419425964,Placer Lane
656,656,Jessica,0.4029785692691803,Jessica Way
657,657,hold on a sec exactly,0.6222941279411316,A Street
658,658,Sequoyah,0.42834511399269104,Sequoyah Avenue
659,659,Covey Sunny dream Temple some three copies,0.7356383800506592,"Covey Court , Sunny Lane , Dream Lane , Temple Circle , Some Way"
661,661, Road between Pine Canyon Drive Ponderosa way,0.7308346033096313,"Pine Circle , Pine Canyon Drive , Pine Canyon Drive , Ponderosa Way , Ponderosa Way"
662,662,possum E5 we are able to find a correct spelling on RPM Gabriel Richard out of San Diego he's not in clear no preview,0.8228813409805298,"Possum Lane , A Street , Diego Lane , No Way"
663,663,Trevor,0.5805702209472656,Trevor Road
664,664,Fay,0.3552892208099365,Fay Way
665,665,Trevor Gulf,0.5091383457183838,Trevor Road
666,666,orange is 2166 that means for mile markers payment County single vehicle up on the shoulder kind of peeling off the roadway to spacious non-injury will be committed for Traffic Control in Africa starting AAA so,0.8841388821601868,"Orange Avenue , Single Lane"
667,667,Vis about trap ever for it as a bar reigniting at 28:26 Cory Creek Road,0.7928720116615295,"A Street , Cory Road , Cory Creek Road , Cory Creek Road"
672,672,Go 23 might,0.8404984474182129,Go Street
676,676,Santa 121 service,0.5583505630493164,Service Street
677,677,rice and that it was his grandmother huh,0.7875632047653198,Rice Avenue
678,678,I got reporting locations Wagstaff and Sky way to get started,0.8623918294906616,Wagstaff Road
679,679,64 medical 20 Hill Drive,0.7269261479377747,"Hill Drive , Hill Drive"
680,680,because if a technical difficulty breathing in the Red Cross building in Farmers Hall at The View County Fairgrounds 199 East Hazel Street plan to 799 answer View Drive 2620,0.8928711414337158,"A Street , Hall Drive , View Lane , East Street , Hazel Way , Hazel Street , View Lane"
681,681,bear attack normal glass a few items we need to change the release time for are attacked 1500 one five zero zero I understand to10 spoken in Chico on available and also we can release the hold on all S2s the for us to have them return to the incident,0.8633031845092773,"Normal Avenue , A Street , Chico Street"
684,684,4 15 at Dollar Tree 99 or damn Boulevard he's so amazing,0.694781482219696,Dollar Road
686,686,Suffolk Services now that we've got the bye,0.7959164977073669,Suffolk Lane
687,687,view of Castle for the traffic or 36,0.7426851391792297,"View Lane , Castle Drive"
688,688,Anna 677 confirming this is not a department vehicle,0.7995433807373047,"Anna Court , A Street"
690,690,Florence 92127 they're reporting parties with the csb,0.7237410545349121,Florence Avenue
692,692,we're here will control that address his death inside the residence has a circle about three days,0.7546879649162292,"A Street , Circle Lane"
693,693,durham-pentz and a clerk at the Four Corners gas station,0.855032205581665,"Durham Street , Pentz Road , A Street"
694,694,Providence,0.6421584486961365,Providence Court
695,695,Lanser 4:30,0.6889605522155762,Lanser Drive
696,696,Denver to Austin,0.8077319860458374,Denver Lane
697,697,tuck one is manic traffic accident unknown details to five one seven new Heather Way,0.7817120552062988,"New Heather Way , New Heather Way"
699,699,Benton Harbor,0.5187337398529053,"Benton Avenue , Harbor Court"
704,704,Travis there was another play there but,0.6502355933189392,"Travis Road , Another Lane"
705,705,French for Orville,0.4961434304714203,French Avenue
706,706,taking 32 Center as a possible 211 and Alley Cats 173 is 13th Street,0.80131995677948,"Center Street , A Street , 13th Street , 13th Street"
707,707,Hugh four legged race three zero six six Fifth Street between D Street and East Street forty six cents,0.7980299592018127,"D Street , D Street , East Street , East Street"
708,708,Pratt,0.39913737773895264,Pratt Avenue
709,709,Scout,0.4342416822910309,Scout Road
711,711,operation foxtrot one one just let you know we're over the fire I currently have divisions Delta,0.8756186366081238,Delta Court
715,715,Rossi,0.5324626564979553,Rossi Way
717,717,High 72 John actors,0.5346356034278871,High Street
718,718,Lacey,0.4055567979812622,Lacey Lane
725,725,buffering continue to attempt to contact outside assist 2092 Parkway Village,0.8053169250488281,"Parkway Drive , Parkway Village Drive"
726,726,visit Delta,0.6181536912918091,Delta Court
727,727,Don and I 32,0.5610798001289368,Don Road
730,730,Hickok,0.6454144716262817,Hickok Court
733,733,concow Reservoir discomfiture resin Ortiz,0.7613348364830017,"Concow Road , Reservoir Road"
734,734,Fort Morgan I think you available response area,0.6763286590576172,Morgan Drive
735,735,Nelson Road Midway,0.6727644801139832,"Nelson Lane , Nelson Road , Midway Drive"
736,736,Merry Christmas,0.7534841895103455,Merry Way
740,740,Clark I see there one can I move the consent to the paradise area for summer,0.7998725771903992,"Clark Road , Paradise Avenue , Summer Lane"
741,741,feather mrv Pancho and Lefty,0.6334206461906433,Feather Avenue
742,742,Church,0.4583503305912018,Church Street
743,743,14th persecutor 11,0.6203587055206299,14th Street
746,746,Ernie giggle your status or remaining come for,0.646127462387085,Ernie Lane
747,747,probably 2160 say Travis,0.7387449145317078,Travis Road
749,749,Hall 6 3 never 50s sex,0.6714080572128296,Hall Drive
754,754,Ten-Four it's likely to get some more traffic from that Potter Road opening,0.8275415301322937,"Some Way , Potter Road , Potter Road"
755,755,through our bracket hole Erp but not its 6:11 Pine Street on that be,0.7812334895133972,"Our Way , Pine Circle , Pine Street"
756,756,Badger career class of Olympia,0.7407408952713013,Olympia Way
757,757,Clark is has on which side of the fire left the right ones,0.7806969881057739,"Clark Road , Which Way"
759,759,forty five of a kind,0.6768261194229126,A Street
760,760,nice and if you respond,0.7636387944221497,Nice Place
761,761,one got to go fast,0.7009113430976868,Go Street
762,762,penstemon to 1626,0.5932092666625977,Penstemon Way
763,763,Cade compassionately Adam Victor Edward 492 it's a blue Dodge Viper and a third is a white Toyota Camry seven boys haul Adam for free now,0.8500250577926636,"Cade Court , Victor Drive , Edward Drive , A Street , Dodge Avenue , A Street , A Street , White Drive"
764,764,f f f f f f,0.5397335290908813,"F Street , F Street , F Street , F Street , F Street , F Street"
765,765,friendly personal structure,0.9006382822990417,Friendly Way
766,766,Trevor,0.6890735030174255,Trevor Road
769,769,make your house we discuss their continued processor,0.7809643149375916,House Avenue
770,770,Hart of five is very dominant,0.4804319739341736,Hart Lane
771,771,345 4th Avenue,0.7210121154785156,"4th Avenue , 4th Avenue"
772,772,38 individual case our herds I can run it as well,0.8127533197402954,Our Way
775,775,one nor marry Edward 5 8,0.8297698497772217,"Nor Way , Edward Drive"
778,778,it's been a domestic a street the location,0.6752941608428955,"A Street , A Street , A Street"
780,780,Pratt,0.5766308903694153,Pratt Avenue
781,781,almond from there that he's got a little boy,0.7622153759002686,"Almond Drive , A Street , Little Avenue"
782,782,bille Road Olympia like the Olympics,0.7380131483078003,"Bille Road , Bille Road , Olympia Way"
784,784,Nora Edward yellow first of Rachel's 98 and 99,0.8089705109596252,"Nora Way , Edward Drive"
785,785,the thing about a county or Paradise I share something close out of Sacramento and I'm Union Tom Robert Adam North David Linda Oh born at 48,0.8494982719421387,"A Street , Paradise Avenue , Sacramento Street , Union Court , North Road , David Court , Linda Drive"
787,787,Coffey support,0.552008867263794,Coffey Lane
788,788,April,0.6654391288757324,April Court
789,789,the correct medical for 9 1 for forbestown Road,0.737217366695404,"Forbestown Circle , Forbestown Road"
790,790,Baron,0.4508631229400635,Baron Drive
791,791,are both from the complex 18 Grand,0.8421564102172852,Grand Court
792,792,nor PC Highway 99 and Keefer,0.7159248590469359,"Nor Way , Keefer Road"
793,793,Wisteria back to,0.8488644361495972,Wisteria Lane
794,794,crest,0.4686612188816071,Crest Drive
797,797,if you wake up with you,0.5526036024093628,Wake Court
798,798,13 on 99 Ford utilities are o is Herman Moore,0.7726786136627197,"Ford Avenue , Herman Lane , Moore Road"
802,802,fox trap,0.4625771045684815,Fox Road
804,804,nice,0.6264799237251282,Nice Place
806,806,Heavenly is our products and then I play on responding 95,0.7620252370834351,"Heavenly Place , Our Way"
809,809,you're clear I want my news right now,0.8191620707511902,My Way
811,811,Brown book 101 b-boy pernil,0.619317889213562,"Brown Avenue , B Street"
813,813,maybe Piper the god fiber,0.6452035307884216,Piper Avenue
814,814,single fire engine 191 got,0.7725467681884766,Single Lane
815,815,Scotty the subject description is bringing her side won best meals,0.6464086771011353,Scotty Lane
817,817,Moore valstream to 1974 golf,0.682368278503418,"Moore Road , Valstream Drive , Golf Road"
818,818,High 64,0.588896632194519,High Street
819,819,Trevor,0.5950222015380859,Trevor Road
820,820,French stew,0.5489564538002014,French Avenue
821,821,service Ariel,0.6076341271400452,Service Street
823,823,Fargo fire o matic Medical Aid Country Craft by precordial a room three sevens,0.7885705828666687,"Fargo Court , Country Drive , Craft Lane , A Street , Three Sevens Lane"
